"","from_id","from_name","message","created_time","type","link","id","story","likes_count","comments_count","shares_count","activity_count"
"1","135486753200756","프레시안","'옥바라지 골목' 철거에 분노한 박원순 서울시장의 일갈을 한 번 보시죠. (촬영 및 편집 정용택 감독)","2016-05-17T05:20:53+0000","video","https://www.facebook.com/pressian.news/videos/1043036429112446/","135486753200756_1043036429112446",NA,1943,162,1577,3682
"2","135486753200756","프레시안","경찰의 말도 안 되는 부검 영장이 기각됐습니다.","2016-09-25T21:43:24+0000","link","http://www.pressian.com/news/article.html?no=141849&social=sns","135486753200756_1139106479505440",NA,1976,29,296,2301
"3","135486753200756","프레시안","사과문을 뒤집었습니다. 당시 담화문은 '거짓'이었던 것 같습니다. 박근혜 대통령의 '반격'이 시작된 모양새입니다. 어떤 일들이 벌어지고 있는걸까요.","2016-11-16T05:55:43+0000","link","http://www.pressian.com/news/article.html?no=144356&social=sns","135486753200756_1185433704872717",NA,628,70,428,1126
"4","135486753200756","프레시안","헐, 박근혜 대통령  측이 국회와 헌법재판소의 '짬짜미 의혹'을 제기하자, 박한철 헌재 소장이 폭발했습니다. 왜 이런 의혹을 제기하고, 왜 헌재는 '격노'를 할 수밖에 없었쓰까?","2017-01-25T02:00:15+0000","link","http://www.pressian.com/news/article.html?no=149433&social=sns","135486753200756_1257430561006364",NA,571,26,315,912
"5","135486753200756","프레시안","최태민 일가와 삼성의 검은 거래, 꼬리가 밟혔습니다. 몸통은 아직 멀었습니다. 관련 의혹이 불거진 뒤, 삼성이 해 왔던 거짓말 역시 속속 드러납니다.
http://www.pressian.com/news/article.html?no=143660&social=sns","2016-11-03T08:55:36+0000","link","http://www.pressian.com/news/article.html?no=143660&social=sns","135486753200756_1172476482835106",NA,516,9,285,810
"6","135486753200756","프레시안","문재인 전 더불어민주당 대표가 박근혜 대통령을 강하게 비판하고 나섰습니다. 사드 문제와 관련, 중국을 방문한 더민주 의원들을 청와대·여당이 공격하고 있는 데 대한 반격입니다.

""참 한심한 정부입니다""","2016-08-09T00:48:49+0000","link","http://www.pressian.com/news/article.html?no=139899&social=sns","135486753200756_1098441163571972",NA,484,23,196,703
"7","135486753200756","프레시안","이승철 부회장, 국회에서 거짓말한 거네요. 기재위 출석해 모르쇠로 일관할 때만 해도 '순실이 동앗줄'이 썩은 줄 몰랐나 봅니다.","2016-11-01T02:48:06+0000","link","http://www.pressian.com/news/article.html?no=143494","135486753200756_1170306109718810",NA,428,15,191,634
"8","135486753200756","프레시안","이기동 한국학연구원장, 日 가미카제 '산화'했다는 주장 미화 아니냐고 지적받자, ""문학적 표현"", (질의하는 국회의원들 겨냥해) ""새파랗게 젊은 애들에게 수모""","2016-09-30T09:04:05+0000","link","http://www.pressian.com/news/article.html?no=142107&social=sns","135486753200756_1142700549146033",NA,173,43,408,624
"9","135486753200756","프레시안","[현장] 가수 싸이가 컴백하는 날, 서울 합정동 YG사옥에서는 색다른 공연이 열렸습니다. “자신의 임차상인의 삶을 뭉개고 맘편히 신곡 발표를 하는 싸이(PSY)에 대항하는 ‘우리도’ 신곡 발표”를 야마가타트윅스터가 불렀습니다.","2015-12-01T08:55:24+0000","video","https://www.facebook.com/pressian.news/videos/945004545582302/","135486753200756_945004545582302",NA,442,27,134,603
"10","135486753200756","프레시안","3년 전 박근혜 정부는 '대포폰'과의 전쟁을 선포합니다. 그런데, 알고보니 대통령이 쓰는 폰이 대포폰이었네요. 박근혜 정부는 박근혜 대통령과 전쟁에 어서 돌입해야 합니다.","2017-01-20T07:28:51+0000","link","http://www.pressian.com/news/article.html?no=149066&social=sns","135486753200756_1252604631488957",NA,267,19,285,571
"11","135486753200756","프레시안",NA,"2016-10-30T06:03:48+0000","link","http://www.pressian.com/news/article.html?no=143406&social=sns","135486753200756_1168721706543917","프레시안 shared a link.",345,5,210,560
"12","135486753200756","프레시안","오늘 경희대 앞에서 국정 교과서 찬성 집회를 벌이던 보수단체 회원이 국정화 반대 주장을 하는 대학생들에게 모욕적 의미의 '손가락 욕'을 해 논란이 일고 있습니다.","2015-10-20T12:39:18+0000","link","http://www.pressian.com/news/article.html?no=130564&src=sns","135486753200756_927035937379163",NA,433,42,76,551
"13","135486753200756","프레시안","무려 10시간 18분 동안 밤샘 연설을 했던 은수미 의원은 마무리 발언에서 이 말을 하다가 눈물을 쏟았습니다. ""우리는 아무리 약해도 강합니다."" 

한편, 새누리 김용남 의원이 한때  삿대질을 하면서 이날 본회의장에 소란이 일어나기도 했습니다.","2016-02-24T04:40:43+0000","link","http://www.pressian.com/news/article.html?no=133506&src=sns","135486753200756_988758841206872",NA,471,2,58,531
"14","135486753200756","프레시안","""이승만은 독립 운동 내내 무국적자로 활동 했는데 김구는 중국 국적, 안창호는 미국 국적, 김일성은 중국과 소련 국적을 모두 가진 사람"" .. 그때 국적이 그렇게 중요했었나요? 굳이 도산 안창호 선생을?","2016-08-24T09:25:41+0000","link","http://www.pressian.com/news/article.html?no=140493&social=sns","135486753200756_1111421832273905",NA,230,69,191,490
"15","135486753200756","프레시안","이석수 사표 수리로 뒤통수, 北 핵실험은 김대중 탓, 최순실 관련 재단 의혹에는 '김대중 재단도 조사하자'.... 아니 새누리당, 4.13총선때 몇석 얻으셨어요?","2016-09-23T16:50:55+0000","link","http://www.pressian.com/news/article.html?no=141824&social=sns","135486753200756_1137335559682532",NA,352,11,97,460
"16","135486753200756","프레시안",NA,"2016-02-07T10:00:51+0000","link","http://www.pressian.com/news/article.html?no=133147&src=sns","135486753200756_979148038834619","프레시안 shared a link.",233,16,198,447
"17","135486753200756","프레시안","최태민 일가와 삼성의 검은 거래, 꼬리가 밟혔습니다. 몸통은 아직 멀었습니다. 관련 의혹이 불거진 뒤, 삼성이 해 왔던 거짓말 역시 속속 드러납니다.","2016-11-03T08:10:50+0000","link","http://www.pressian.com/news/article.html?no=143660&social=sns","135486753200756_1172453422837412",NA,292,13,140,445
"18","135486753200756","프레시안","모두가 궁금했던 박근혜 대통령의 세월호 7시간, 어쩌면 진실은 이것이었을까요?","2016-10-26T22:19:26+0000","link","http://www.pressian.com/news/article.html?no=143238&social=sns","135486753200756_1165815356834552",NA,310,10,114,434
"19","135486753200756","프레시안","증거는 많습니다. '위키리크스'가 공개한 알렉산더 버시바우 전 주한 미 대사의 비밀 외교 전문은 이렇게 말합니다.

""한국 외교통상부의 미국 전문가 중에서 가장 눈에 띄는 인물인 반기문은 (...) 천성적으로 미국의 모든 것에 동조적이다""

<이코노미스트>도 ""미국은 반기문을 대략 자기 사람으로 간주""한다고 평가했죠. 실제로는 어땠을까요? 그가 한국보다 미국의 이해를 우선시한 사례는 알려진 것만 해도 너무나 많습니다. 그 실상을 공개합니다.","2016-06-07T22:31:08+0000","link","http://www.pressian.com/news/article.html?no=137533&social=sns","135486753200756_1057895157626573",NA,221,22,186,429
"20","135486753200756","프레시안","""그렇게 6년을 살아왔는데 하루 아침에 가게에서 쫓겨나게 됐다. 하지만 나는 장사를 해야 한다. 그래야 내 생계가...(울음) 부자가 되겠다는 게 아니라 먹고 살겠다는 거다. 억울하다. 그간 삶이 억울하다. 장사하겠다는 게 상인의 욕심으로 매도된다. 욕먹고...억울하다."" 우장창창 사장의 절규입니다.","2016-07-07T05:58:05+0000","video","https://www.facebook.com/pressian.news/videos/1076338735782215/","135486753200756_1076338735782215",NA,273,61,79,413
"21","135486753200756","프레시안","#메르스 
박원순 서울시장이 ""의료 기관 D""라는 익명 뒤에 숨은 삼성서울병원에 선전포고를 했습니다. 정보 공개 등에 협조하지 않을 경우 '병원 폐쇄'를 포함한 ""자신이 할 수 있는 모든 조치를 취하겠다""고 목소리를 높였습니다.

http://www.pressian.com/news/article.html?no=127008","2015-06-06T10:51:21+0000","link","http://www.pressian.com/news/article.html?no=127008","135486753200756_859931230756301",NA,374,8,27,409
"22","135486753200756","프레시안","대검 측 ""증거 인멸 보도 인지하고 있어""…'부실 수사' 의혹엔 미소만","2016-06-15T08:47:15+0000","link","http://www.pressian.com/news/article.html?no=137894&social=sns","135486753200756_1062541547161934",NA,106,6,275,387
"23","135486753200756","프레시안","""사드 배치' 주장 김무성, 정작 '사드'가 뭔지 모르는 듯
김무성 '무식' 인증 논란…""사드로 ICBM 요격""

안보의 화신을 자임하는, 김무성 대표. '무식'이 탄로 났습니다. 
'사드 배치론'을 강력 주장하는데, 정작 김무성 대표는 사드가 뭔지 잘 모르는 것으로 드러났습니다. ICBM이 뭔지도 잘 모르는 것 같습니다. 

http://www.pressian.com/news/article.html?no=133177","2016-02-11T03:13:15+0000","photo","https://www.facebook.com/pressian.news/photos/a.137731046309660.34513.135486753200756/981099548639468/?type=3","135486753200756_981099548639468",NA,283,29,63,375
"24","135486753200756","프레시안","놀랍습니다. 검찰 수사를 뭉개더니, 이제는 검찰에 '여야 비리 엄정 수사'하라 지시. 이건 정국을 흙탕물로 끌고가겠다는 의도로 보입니다.","2016-11-16T08:23:46+0000","link","http://www.pressian.com/news/article.html?no=144372&social=sns","135486753200756_1185499381532816",NA,222,24,128,374
"25","135486753200756","프레시안","세월호가 기울어져 가던 그 시각...
'그들이 한 일은 자신의 방에 들어가 구명조끼를 가지고 나오는 것뿐이었습니다. 그리고 기관장과 1등 기관사는 3등 기관사 방에서 가지고 나온 캔맥주를 한 캔씩 마십니다.'","2016-06-10T01:21:36+0000","link","http://bit.ly/25OxDcq","135486753200756_1059279430821479",NA,155,2,215,372
"26","135486753200756","프레시안","넘 늦긴 했지만 간만에 사이다네요.","2016-08-16T02:20:13+0000","link","http://www.pressian.com/news/article.html?no=140094","135486753200756_1104802022935886",NA,164,32,151,347
"27","135486753200756","프레시안","국회의장 바뀌니, 확실히 달라지는 것들이 있네요. 정세균 의장이 지난 5년 동안 해법을 찾지 못했던 국회 환경미화 노동자들을 직접고용한다고 밝혔습니다. 

당사자인 김영숙 노조 위원장은 기자 회견에 나와...","2016-06-16T06:33:06+0000","link","http://www.pressian.com/news/article.html?no=137924&social=sns","135486753200756_1063123110437111",NA,281,2,47,330
"28","135486753200756","프레시안","""차움은 줄기세포 치료를 통해 회춘과 불로장생을 위한 특화 진료를 받는 곳일 뿐이다. 박근혜와 1%들에게는 그들만의 병원이 이미 존재했다. 박근혜와 1%들에게 모든 사람을 위한 국민건강보험이나 비영리병원이라는 것은 아예 안중에도 없었다.""","2016-11-24T06:24:32+0000","link","http://www.pressian.com/news/article.html?no=144847&social=sns","135486753200756_1192856204130467",NA,227,4,90,321
"29","135486753200756","프레시안","정신 못차렸습니다. 이정현 대표가 ""호랑이에 12번 물려가도 정신을 차리면 산다""고 합니다. 친박 전직 철도공사 사장님은 ""거리에 안 나온 민심""은 ""국정 안정""을 원하고 있다고 합니다. 휴우..","2016-11-14T01:46:08+0000","link","http://www.pressian.com/news/article.html?no=144204&social=sns","135486753200756_1183557055060382",NA,154,61,101,316
"30","135486753200756","프레시안","[4.13 총선] '문도리코', 안녕~ '국민 사위'도 바이바이~","2016-04-13T17:41:14+0000","link","http://www.pressian.com/news/article.html?no=135406&social=sns","135486753200756_1022722954477127",NA,186,17,108,311
"31","135486753200756","프레시안","이재용과 삼성의 거짓말 행진, 언제 멈출까요?
http://www.pressian.com/news/article.html?no=147424","2017-01-01T07:42:14+0000","link","http://www.pressian.com/news/article.html?no=147424","135486753200756_1236228326459921",NA,215,5,88,308
"32","135486753200756","프레시안","#우장창창 #리쌍

강제집행으로 끌려나온 우장창창 사장이 오열했습니다. 방금 전까지만 해도 장사를 하던 자신의 공간이었습니다. 그런 공간에서 용역들에 의해 끌려나오니 흘리는 게 눈물이었습니다. 가수 리쌍의 건물에서 장사하던 서윤수 우장창창 사장입니다.","2016-07-06T23:59:17+0000","video","https://www.facebook.com/pressian.news/videos/1076204355795653/","135486753200756_1076204355795653",NA,176,43,88,307
"33","135486753200756","프레시안","대통령이 가고 싶다는 전시회 개최를 거부한 국립중앙박물관장, 결국 전화 한 통으로 경질됐습니다. 

어떤 전시회였냐고요? 이름은 '프랑스장식미술전'인데 카르티에, 루이뷔통, 에르메스 등 명품 업체들의 상품 진열이 포함된 전시회였다네요.","2016-03-25T05:27:19+0000","link","http://www.pressian.com/news/article.html?no=134557&social=sns","135486753200756_1008529359229820",NA,168,9,125,302
"34","135486753200756","프레시안","""대통령이 임명한 특별 감찰관과 민정수석을 동시 수사한다면 그 인사를 한 대통령은 어떻게 되나""","2016-08-21T07:49:24+0000","link","http://www.pressian.com/news/article.html?no=140329&social=sns","135486753200756_1108863442529744",NA,149,13,139,301
"35","135486753200756","프레시안","이석태 4·16세월호참사 특별조사위원장, 무기한 단식농성 돌입

""(세월호 참사에 대한) 철저한 진상규명과 안전사회 건설을 염원하는 유가족과 국민의 요구, 특별법의 취지에 부응하기 위해 적극적 행위를 취하겠다.""

보다 자세한 현장 소식, 기사로 확인하세요. 
http://www.pressian.com/news/article.html?no=139515","2016-07-27T05:48:30+0000","video","https://www.facebook.com/pressian.news/videos/1089580467791375/","135486753200756_1089580467791375",NA,123,3,174,300
"36","135486753200756","프레시안","[최순실 재판] 오늘은 노승일 전 부장이 나와, 안종범 등 청와대가 증거 인멸, 말맞추기, 수사 방해를 하려던 정황을 증언했습니다. 청와대에서 내려온 대응 문건이 있었는데, 이걸 보고 김필승 이사는 찢어버렸고, 노승일 전 부장이 찢어진 조각을 맞춰서 촬영을 했다고 합니다.","2017-01-24T09:49:34+0000","link","http://www.pressian.com/news/article.html?no=149401&social=sns","135486753200756_1256712854411468",NA,214,4,71,289
"37","135486753200756","프레시안","단원고 2학년 3반 유예은 엄마 김은희 씨는 눈물을 흘리며 포기하지 않고 계속해서 싸울 테니 도와달라고 했습니다. 1일 정부종합청사에서 열린 세월호 촛불집회에서였습니다. 하늘이 뚫린 듯이 비가 쏟아지는 날이었습니다. 이날 예은 엄마의 모습을 박주민 변호사, 아니 박주민 의원은 묵묵히 지켜보고 있었습니다.","2016-07-01T23:56:40+0000","video","https://www.facebook.com/pressian.news/videos/1073135572769198/","135486753200756_1073135572769198",NA,205,10,73,288
"38","135486753200756","프레시안","#우장창창 사태를 두고 '을의 갑질'부터, '법은 지켜야 한다'는 주장까지 다양한 이야기가 나옵니다. 장사할 만큼 장사했고, 건물주리쌍이 배려해줄 만큼 배려해줬다는 게 대다수의 의견입니다. 하지만 한 번쯤 생각해봤으면 합니다. 부조리한 상가임대차보호법은 열외로 두고서라도 폭력을 동반한 강제집행을 우리는 묵인해야만 하는 걸까요? 법치를 내세우며 법외의 권력인 폭력을 휘두르는 것은 정당한 일일까요?  아래 지난 7일 강제집행 당일을 찍은 영상을 소개합니다. 정용택 감독, 류승진 씨, 신제현 씨 등이 촬영했고 정용택 감독이 편집했습니다. 약 11분 정도 되는 영상이죠. 이 영상을 보면서 '을의 갑질'을 막기 위해, 그리고 '법은 지켜야 한다'기에 법외의 권력인 폭력을 행사하는 게 맞는 일인지 한 번쯤 생각해봤으면 좋겠습니다.","2016-07-09T01:46:45+0000","video","https://www.facebook.com/pressian.news/videos/1077525332330222/","135486753200756_1077525332330222",NA,146,43,98,287
"39","135486753200756","프레시안","영국에서 안식년을 보내고 있는 김보영 영남대 교수가 '브렉시트'에 담긴 영국 국민들의 '속내'에 대한 현지 기고를 보내왔습니다.","2016-06-24T20:28:31+0000","link","http://www.pressian.com/news/article.html?no=138284&social=sns","135486753200756_1068653589884063",NA,164,2,112,278
"40","135486753200756","프레시안",NA,"2016-07-10T05:03:55+0000","link","http://www.pressian.com/news/article.html?no=138879&social=sns","135486753200756_1078250168924405","프레시안 shared a link.",210,5,60,275
"41","135486753200756","프레시안","박근혜! 이름 석 자가 가진 특수성을 생각해도 이해 안 되는 일이 너무 많습니다. 세월호 참사, 청와대 문건 파동, 성완종 리스트 파문 등 사건이 터질 때마다 문제를 해결하기보다 회피하려는 성향도 그렇고요. 

심리학자 김태형 소장(심리연구소 함께)은 이런 박근혜 대통령을 연산군에 비유했습니다. 어릴 때 부모를 잃은 점, 그래서 사람을 믿지 못하는 한편 자신을 보호해줄 사람에게 지독히 의존하는…. 

감기몸살에 시달리고 있는 대통령의 건강을 염려하며 그분을 조금이라도 이해하고자, 여러분을 박근혜의 정신 세계로 인도합니다. 개봉박두! 

http://www.pressian.com/news/article.html?no=126011","2015-04-29T02:53:38+0000","link","http://www.pressian.com/news/article.html?no=126011","135486753200756_838453946237363",NA,169,3,102,274
"42","135486753200756","프레시안","""제가 겪는 트라우마는 '거짓말'입니다. 내가 믿는 사람일수록 작은 거짓말에 속았다고 느끼면 발작하듯이 화를 냅니다. 이게 정말 단순히 동생을 잃은 사고 때문에 겪어야 하는 트라우마일까요. 1년 전 시청광장에서 울면서 살려달라고, 이 나라에서 숨 쉴 수 있게 도와달라고 말하는 내게 잊지 않겠다고, 행동하겠다고, 이 나쁜 나라를 바꾸겠다고 약속했잖아요. 저에게, 부모님에게, 자기 자신에게 약속했잖아요. 그런데 2년 전 그날과, 아니 1년 전 그때와 무엇이 바뀌었나요. 바뀌었다면 저는 이 자리에서 서서 아직도 살려달라고 외쳐야 하나요?""","2016-04-15T09:49:29+0000","link","http://www.pressian.com/news/article.html?no=135483","135486753200756_1023693654380057",NA,226,0,47,273
"43","135486753200756","프레시안","더불어민주당 김광진 의원의 무제한 토론이 방금(00시40분) 끝났습니다. 저녁 7시께 시작되어 계속된 기나긴 토론에 지칠 법도 한데, 끝까지 테러방지법에 대한 문제점을 지적해 주었습니다. 그의 마지막 말은 ""호소합니다""였습니다. 목이 막힐 때마다 기침을 하고 물을 마시며 버티는 김 의원에게, 본회의장에서 함께 자리를 지켜주고 있는 야당 의원들은 ""잘 하고 있어"" ""힘내 김광진"" ""국민들이 응원하고 있어""라며 때마다 격려를 보내주었습니다. 이제 국민의당 문병호 의원이 무제한 토론을 이어갑니다.","2016-02-23T15:42:14+0000","photo","https://www.facebook.com/pressian.news/photos/a.137731046309660.34513.135486753200756/988426314573458/?type=3","135486753200756_988426314573458",NA,246,6,14,266
"44","135486753200756","프레시안","통일부가 ""북한이 남한의 정세를 이용해 대남 비난 공세를 강화하고 있고, 반정부투쟁을 선동하고 있다""고 평가했습니다. 

반정부 투쟁을 선동하는 것이 북한인가요, 박근혜 대통령인가요?","2016-11-22T04:19:34+0000","link","http://www.pressian.com/news/article.html?no=144686","135486753200756_1190755397673881",NA,143,23,99,265
"45","135486753200756","프레시안","문재인 전 대표가 재벌 개혁 방안을 발표했습니다. 특히 4대 재벌을 직접 언급했습니다.","2017-01-10T06:42:00+0000","link","http://www.pressian.com/news/article.html?no=148204&social=sns","135486753200756_1243641649051922",NA,196,9,56,261
"46","135486753200756","프레시안","""지금쯤이면 누구보다 아름다웠을 피지못한 꽃들과 희망들. 도대체 무엇을 위한 일이었는지 이유도 모른 채 아직 거기 있을 가엾고 죄 없는 이들과 아이들…"" 

#치타, 당신을 응원합니다! #세월호 #힙합의민족","2016-12-28T01:45:05+0000","video","http://tvcast.naver.com/v/1335863","135486753200756_1232842646798489",NA,188,3,70,261
"47","135486753200756","프레시안","역사교과서 국정화  반대의 목소리가 일파만파 퍼지고 있습니다. 집필을 거부하겠다는 역사단체, 대학교수의 선언부터 대학생들의 시국선언이 이어지고 있습니다.","2015-10-16T07:12:43+0000","link","http://www.pressian.com/news/article.html?no=130478&src=sns","135486753200756_925275670888523",NA,224,2,35,261
"48","135486753200756","프레시안","[현장] 이화여대가 환호로 가득찼습니다. 교수들은 학생들에게 ""고생했다"", 학생들은 교수들에게 ""감사합니다""라고 서로를 응원했습니다. 

최경희 총장이 사임했지만, 최순실-정유라 의혹은 그대로입니다. 지금은 ""학사문란 책임지라""고 외치며 행진 중.","2016-10-19T07:08:47+0000","video","https://www.facebook.com/pressian.news/videos/1159085360840885/","135486753200756_1159085360840885",NA,227,15,14,256
"49","135486753200756","프레시안","#박근혜_퇴진_7차_촛불 
'박근혜 즉각 퇴진! 박근혜 즉각 구속' 해상 퍼레이드가 10일 거문도 앞바다에서 펼쳐졌습니다. 촛불이 육지를 넘어 섬까지 확대된 셈인데요, 영상으로 함께 보시죠. 속이 다 뻥, 뚫립니다! 

전남 여수군 거문도 주민들은 ""육지 사람들에게 (섬 사람들도) 오늘 저녁 '박근혜 즉각 퇴진' 촛불 행사를 알리기 위해 "" 해상 퍼레이드를 준비했다고 합니다. 이들은 조업용 어선 10여척에 '박근혜 즉각 구속수사' '헌재, 우리가 째려보고 있다' '박근혜 퇴진, 새누리당 해체' 등 구호가 적힌 깃발을 달고 1시간여 동안 해상 퍼레이드 펼쳤습니다.","2016-12-10T11:26:04+0000","video","https://www.facebook.com/pressian.news/videos/1214831801932907/","135486753200756_1214831801932907",NA,211,2,38,251
"50","135486753200756","프레시안","[현장] 홍익대 '사유화된 권력 앞에 민주주의는 없다'","2016-11-03T09:37:35+0000","video","https://www.facebook.com/pressian.news/videos/1172496186166469/","135486753200756_1172496186166469",NA,211,6,33,250
"51","135486753200756","프레시안","""한국이 망조가 든 이유는 동세대가 일방적으로 좋아하는 사람들이 국가를 운영하고 있기 때문이다. 그래서 퇴행이 일어난다. 나라가 잘되려면, 다음 세대가 좋아하는 리더십이 있어야 한다.""

http://www.pressian.com/news/article.html?no=129411","2015-09-03T01:32:50+0000","link","http://www.pressian.com/news/article.html?no=129411","135486753200756_904095529673204",NA,196,3,51,250
"52","135486753200756","프레시안",NA,"2016-05-15T05:31:18+0000","link","http://www.pressian.com/news/article.html?no=136580&social=sns","135486753200756_1041780305904725","프레시안 shared a link.",155,3,77,235
"53","135486753200756","프레시안","최태민이 주최한 종교행사에 참석한 23세 박근혜.","2016-10-28T08:54:58+0000","link","http://www.pressian.com/news/article.html?no=143362&social=sns","135486753200756_1167070673375687",NA,179,12,40,231
"54","135486753200756","프레시안","[강주성 칼럼] 실손보험, 한국 의료계의 재앙인 이유는?","2017-01-24T00:51:45+0000","link","http://www.pressian.com/news/article.html?no=149209&social=sns","135486753200756_1256280384454715",NA,111,0,118,229
"55","135486753200756","프레시안","#우장창창 #리쌍 
가수 리쌍의 건물에서 장사를 하던 우장창창 가게가 강제집행되고 있습니다. 수십명의 용역들이 가게 뒷문을 통해 지하로 내려가서 소화기를 뿌리리면서 강제집행을 하고 있습니다. 아비규환이 따로 없습니다.","2016-07-06T23:06:59+0000","video","https://www.facebook.com/pressian.news/videos/1076179599131462/","135486753200756_1076179599131462",NA,124,39,60,223
"56","135486753200756","프레시안","인사가 만사거늘...","2016-08-26T08:39:46+0000","link","http://www.pressian.com/news/article.html?no=140589&social=sns","135486753200756_1113084292107659",NA,153,16,51,220
"57","135486753200756","프레시안","[자백 시사회 초대 안내]

<뉴스타파> 최승호 PD가 감독을 맡은 영화 <자백>의 시사회에 프레시안 독자 여러분을 초대합니다. <자백>은 2013년 서울시 공무원 간첩 사건을 시작으로 각종 간첩 사건을 집요하게 파고든 영화입니다.
많은 참여 부탁드립니다. 

<간단한 참여방법>
1) <자백>의 영상을 페이스북에 공유하고,
2) 아래 댓글로 기대평을 써주세요. 

<시사회 정보>
1) 일정 : 2016년 9월 30일(금) 20:00
2) 장소 : 메가박스 신촌
3) 당첨인원 : 추첨을 통해 15명(1인 2매, 30석)
4) 당첨 결과 발표 : 2016년 9월 28일(수) (페이스북 메시지로도 남겨드립니다.)  

#자백 #시사회","2016-09-21T06:07:26+0000","video","https://www.facebook.com/pressian.news/videos/1135415976541157/","135486753200756_1135415976541157",NA,129,28,54,211
