"","from_id","from_name","message","created_time","type","link","id","story","likes_count","comments_count","shares_count","activity_count"
"1","237776059583039","YTN","아버지뻘 택시 기사 '무자비하게 폭행한 20대 커플'.. #승차거부  아닌 #하차거부","2015-12-08T04:52:50+0000","video","https://www.facebook.com/ytn.co.kr/videos/1193054770721825/","237776059583039_1193054770721825",NA,70410,12898,3576,86884
"2","237776059583039","YTN","'활짝 열려있는 기계식 주차장, 바닥이 없는 게 함정'
낭떠러지로 진입 중인 차량은 그대로......!","2016-02-23T08:27:28+0000","video","https://www.facebook.com/ytn.co.kr/videos/1247144911979477/","237776059583039_1247144911979477",NA,52783,6925,2662,62370
"3","237776059583039","YTN","반려견이 여러분의 사진을 찍어드린다면 어떠시겠습니까?","2016-03-10T03:59:38+0000","video","https://www.facebook.com/ytn.co.kr/videos/1259735230720445/","237776059583039_1259735230720445",NA,34642,3183,4042,41867
"4","237776059583039","YTN","제2롯데월드 아쿠아리움에서 
물이 새고 있다는 단독보도 생중계.

그런데 제2롯데 관계자들이 카메라를 가로막으며 
취재를 방해하는 모습이 고스란히 생방송 화면에 나갔습니다.

이 때 앵커의 한 마디 
""취재를 막을 게 아니라 터진 수족관부터 막아야죠""","2014-12-09T02:23:15+0000","video","https://www.facebook.com/ytn.co.kr/videos/963697193657585/","237776059583039_963697193657585",NA,34092,3264,1704,39060
"5","237776059583039","YTN","지진이 났을 때 대피소에 '반려동물은 출입금지'
어떻게 생각하시나요?","2016-09-21T11:00:00+0000","video","https://www.facebook.com/ytn.co.kr/videos/1434657479894885/","237776059583039_1434657479894885",NA,25809,9321,1874,37004
"6","237776059583039","YTN","""멈추세요!""
차선을 넘나들며 멋대로 흘러가는 차
'위급한 상황'임을 알아채고 차를 세운 사람들이 있습니다","2016-09-07T02:37:37+0000","video","https://www.facebook.com/ytn.co.kr/videos/1419147311445902/","237776059583039_1419147311445902",NA,28842,1554,898,31294
"7","237776059583039","YTN","""사람이 꿈틀하길래.. 차 버리고 달려갔죠""
차도에 쓰러져 방치돼있던 할아버지 구한 전주 선행남","2016-02-16T05:17:43+0000","video","https://www.facebook.com/ytn.co.kr/videos/1242225639138071/","237776059583039_1242225639138071",NA,26835,624,931,28390
"8","237776059583039","YTN","혹시 자동차 급발진? 이렇게 대처하세요!","2016-09-26T05:30:21+0000","video","https://www.facebook.com/ytn.co.kr/videos/1439734986053801/","237776059583039_1439734986053801",NA,13489,4871,7615,25975
"9","237776059583039","YTN","서울 신림역 사거리에서 한 만취운전자가 보행자들을 덮쳤습니다.
이 사고로 19살 이 모 양이 숨졌습니다.","2015-12-18T07:41:53+0000","video","https://www.facebook.com/ytn.co.kr/videos/1201271096566859/","237776059583039_1201271096566859",NA,17126,4776,973,22875
"10","237776059583039","YTN","북한의 지뢰 도발로 두 다리를 심하게 다친 하재헌 하사가
두 다리로 걸으며 당당하게 퇴원했습니다.","2015-12-29T06:29:54+0000","video","https://www.facebook.com/ytn.co.kr/videos/1208933899133912/","237776059583039_1208933899133912",NA,18185,247,142,18574
"11","237776059583039","YTN","CCTV 화면이 흔들리고…
고기 굽던 손님들이 '우르르' 출입문으로 뛰어 나갑니다","2015-12-21T10:04:24+0000","video","https://www.facebook.com/ytn.co.kr/videos/1203168723043763/","237776059583039_1203168723043763",NA,13672,2789,709,17170
"12","237776059583039","YTN","손 놓치면 '풍덩'…한강에 나타난 스파이더맨","2016-06-25T22:51:07+0000","video","https://www.facebook.com/ytn.co.kr/videos/1349576041736363/","237776059583039_1349576041736363",NA,13364,1221,551,15136
"13","237776059583039","YTN","운전면허 시험, 내일(22일)부터 대폭 어려워집니다.
'T자 코스'도 부활했습니다.","2016-12-21T01:29:51+0000","video","https://www.facebook.com/ytn.co.kr/videos/1551322561561709/","237776059583039_1551322561561709",NA,7736,5182,979,13897
"14","237776059583039","YTN","의경과 할머니 사이에 '실랑이'가 벌어졌습니다","2015-12-01T02:45:26+0000","video","https://www.facebook.com/ytn.co.kr/videos/1189109524449683/","237776059583039_1189109524449683",NA,11066,563,2227,13856
